st_name,st_distance,st_right_ascension,st_declination,st_spectral_type,st_solar_radii,st_mass,st_luminosity,st_effective_temp,pl_discovery_method,pl_orbital_period,pl_orbital_sm_axis,pl_orbital_eccentricity,pl_orbital_inclination,pl_jupiter_mass,pl_earth_mass,pl_earth_mass_sini,pl_jupiter_radii,pl_earth_radii,pl_density,pl_equilibrium_temp
HAT-P-34,257,303.195342,18.104868,,1.53,1.39,0.56,6442,Transit,5.452654,0.0677,0.441,87.1,3.328,1057.694,,1.197,13.417,2.4,1520
HAT-P-35,535,123.250764,4.787023,,1.44,1.24,0.407,6096,Transit,3.646706,0.0498,0.025,87.3,1.054,334.979,,1.332,14.93,0.55,1581
HAT-P-36,317,188.266255,44.915352,,1.1,1.02,0.013,5560,Transit,1.327347,0.0238,0.063,86,1.832,582.24,,1.264,14.168,1.12,1823
HAT-P-37,411,284.296064,51.269138,,0.88,0.93,-0.208,5500,Transit,2.797436,0.0379,0.058,86.9,1.169,371.528,,1.178,13.204,0.89,1271
HAT-P-38,249,35.383234,32.246151,,0.92,0.89,-0.208,5330,Transit,4.640382,0.0523,0.067,88.3,0.267,84.857,,0.825,9.247,0.59,1082
HAT-P-39,642,113.758247,17.830082,,1.62,1.4,0.607,6430,Transit,3.54387,0.0509,0,87,0.599,190.372,,1.571,17.609,0.19,1752
HAT-P-4,314,229.991354,36.229664,G1 V,1.6,1.26,0.431,5860,Transit,3.056536,0.04438,0,89.91,0.671,213.255,,1.274,14.28,0.403,1686
HAT-P-40,501,335.512861,45.457378,,2.21,1.51,0.778,6080,Transit,4.457243,0.0608,0,88.3,0.615,195.457,,1.73,19.392,0.15,1770
HAT-P-41,344,297.322651,4.672421,,1.68,1.42,0.628,6390,Transit,2.694047,0.0426,0,87.7,0.8,254.253,,1.685,18.887,0.2,1941
HAT-P-42,447,135.344391,6.09723,,1.53,1.18,0.356,5743,Transit,4.641878,0.0575,0,85.9,1.044,331.801,,1.28,14.348,0.61,1428
HAT-P-43,542,128.925737,10.206653,,1.1,1.05,0.045,5645,Transit,3.332687,0.0443,0,88.7,0.662,210.395,,1.281,14.359,0.39,1361
HAT-P-44,363,213.144074,47.014687,,0.95,0.94,-0.194,5295,Transit,4.301219,0.0507,0.044,89.1,0.352,111.871,,1.242,13.922,0.23,1108
HAT-P-44,363,213.144074,47.014687,,0.95,0.94,-0.194,5295,Radial Velocity,872.2,1.752,0.494,,4,,1271.3,,,,
HAT-P-45,305,274.373238,-3.381036,,1.32,1.26,0.4,6330,Transit,3.128992,0.0452,0.049,87.8,0.892,283.492,,1.426,15.984,0.38,1652
HAT-P-46,296,270.444201,-2.970947,,1.4,1.28,0.391,6120,Transit,4.463129,0.0577,0.123,85.5,0.493,156.684,,1.284,14.392,0.28,1458
HAT-P-49,322,305.441397,26.692652,F,1.83,1.54,0.814,6820,Transit,2.691548,0.0438,0,86.2,1.73,549.823,,1.413,15.838,0.75,2131
HAT-P-5,340,274.405476,36.62141,G,1.17,1.16,0.187,5960,Transit,2.788491,0.04075,0,86.75,1.06,336.89,,1.26,14.12,0.66,
HAT-P-50,497,118.063411,12.13941,,1.7,1.27,0.603,6280,Transit,3.1220109,0.0453,0.115,83.65,1.35,429.0705,,1.288,14.437,0.78,1862
HAT-P-51,470,21.06519,32.810764,,1.04,0.98,-0.066,5449,Transit,4.2180278,0.05069,0.123,88.48,0.309,98.20947,,1.293,14.493,0.178,1192
HAT-P-52,385,42.721679,29.022396,,0.89,0.89,-0.305,5131,Transit,2.7535953,0.03694,0.047,87.02,0.818,259.98494,,1.009,11.31,0.98,1218
HAT-P-53,719,21.871105,38.968147,,1.21,1.09,0.217,5956,Transit,1.9616241,0.03159,0.134,86.2,1.484,471.65972,,1.318,14.773,0.8,1778
HAT-P-54,135.8,99.898,25.48254,,0.62,0.65,-0.902,4390,Transit,3.799847,0.04117,0.074,87.04,0.76,241.5508,,0.944,10.581,1.118,818
HAT-P-55,480,264.273447,25.731186,,1.01,1.01,,5808,Transit,3.5852467,0.04604,0.139,87.7,0.582,184.97706,,1.182,13.249,0.435,1313
HAT-P-56,310.5,100.848038,27.252293,F8,1.43,1.3,,6566,Transit,2.7908327,0.0423,0.246,82.13,2.18,692.8694,,1.466,16.432,0.86,1840
HAT-P-57,303,274.743421,10.597294,A8 V,1.5,1.47,0.806,7500,Transit,2.465295,0.0406,0,88.26,1.85,587.9855,,1.413,15.838,,2200
HAT-P-6,261,354.774222,42.465973,,1.46,1.29,0.553,6570,Transit,3.852985,0.05235,0,85.51,1.057,335.932,,1.33,14.908,0.558,
HAT-P-65,841,315.905487,11.989404,G2,1.86,1.21,0.555,5835,Transit,2.6054552,0.03951,0.304,84.2,0.527,167.49641,,1.89,21.185,0.096,1930
HAT-P-66,927,150.572632,53.950863,G0,1.88,1.25,0.615,6002,Transit,2.972086,0.04363,0.09,86.2,0.783,248.86089,,1.59,17.822,0.242,1896
HAT-P-7,320,292.24731,47.969513,,1.84,1.47,,6441,Transit,2.2047372,0.03676,0.0016,82.2,1.682,534.59006,,1.491,16.713,0.629,2700
HAT-P-8,230,343.041067,35.447109,,1.58,1.28,0.519,6200,Transit,3.0763776,0.0487,0,87.5,1.52,483.08,,1.5,16.81,0.568,1700
HAT-P-9,480,110.168529,37.140652,,1.32,1.28,0.41,6350,Transit,3.92289,0.053,0,86.5,0.78,247.9,,1.4,15.69,0.35,1530
HATS-1,303,175.525336,-23.354836,,1.04,0.99,0.041,5870,Transit,3.446459,0.0444,0.12,85.6,1.855,589.55,,1.302,14.594,1.03,1359
HATS-10,496,294.306813,-22.204477,,1.1,1.1,0.117,5880,Transit,3.312846,0.04491,0.501,87.79,0.526,167.17858,,0.969,10.862,0.7,1407
HATS-11,906,289.400759,-22.389926,G0,1.44,1,0.403,6060,Transit,3.6191613,0.04614,0.34,88.31,0.85,270.1555,,1.51,16.926,0.299,1637
HATS-12,981,289.202397,-19.355908,F,2.21,1.49,0.863,6408,Transit,3.142833,0.04795,0.085,82.7,2.38,756.4354,,1.35,15.132,1.19,2097
HATS-13,476,316.961465,-26.096655,,0.89,0.96,,5523,Transit,3.0440499,0.04057,0.181,88.55,0.543,172.58169,,1.212,13.585,0.377,1244
HATS-14,513,313.215479,-25.687334,,0.93,0.97,,5346,Transit,2.7667641,0.03815,0.142,88.83,1.071,340.39593,,1.039,11.646,1.191,1276
HATS-15,689,311.091961,-19.43751,G9 V,0.92,0.87,-0.204,5311,Transit,1.74748753,0.02712,0.126,87.13,2.17,689.6911,,1.105,12.386,1.97,1505
HATS-16,774,358.55871,-30.012999,G3 V,1.24,0.97,0.173,5738,Transit,2.686502,0.03744,0,83.53,3.27,1039.3041,,1.3,14.572,1.86,1592
HATS-17,339,192.189799,-47.613693,G V,1.09,1.13,0.093,5846,Transit,16.254611,0.1308,0.029,89.08,1.338,425.25654,,0.777,8.709,3.5,814
HATS-18,645,173.957397,-29.156012,G V,1.02,1.04,-0.032,5600,Transit,0.8378434,0.01761,0.166,85.5,1.98,629.3034,,1.337,14.986,1.02,2060
HATS-2,360,176.739094,-22.562992,K,0.9,0.88,-0.268,5227,Transit,1.354133,0.023,0,87.2,1.345,427.463,,1.168,13.092,1.05,1577
HATS-25,466,207.907777,-23.781174,G,1.11,0.99,0.068,5715,Transit,4.2986432,0.05163,0.176,86.93,0.613,194.82979,,1.26,14.123,0.38,1277
HATS-26,907,144.926863,-28.58559,F,2.04,1.3,0.704,6071,Transit,3.3023881,0.04735,0.245,86.2,0.65,206.5895,,1.75,19.616,0.153,1918
HATS-27,840,193.55256,-46.587715,F,1.74,1.42,0.669,6438,Transit,4.637038,0.0611,0.581,87.3,0.53,168.4499,,1.5,16.814,0.18,1659
HATS-28,521,284.399685,-49.13847,G,0.92,0.93,-0.157,5498,Transit,3.1810781,0.04131,0.202,86.17,0.672,213.58176,,1.194,13.384,0.48,1253
HATS-29,351,285.096424,-54.893192,G,1.07,1.03,0.029,5670,Transit,4.6058749,0.05475,0.158,87.37,0.653,207.54299,,1.251,14.022,0.411,1212
HATS-3,453,312.45744,-24.428793,F,1.4,1.21,0.456,6351,Transit,3.547851,0.0485,0,86.2,1.071,340.382,,1.381,15.48,0.51,1648
HATS-30,339,5.618693,-59.942551,G,1.06,1.09,0.097,5943,Transit,3.1743516,0.04354,0.096,86.84,0.706,224.38798,,1.175,13.171,0.543,1414
HATS-31,872,191.702789,-24.427364,,1.87,1.27,0.619,6050,Transit,3.37796,0.0478,0.233,85,0.88,279.6904,,1.64,18.383,0.243,1823
HATS-32,839,346.075073,-21.271938,,1.1,1.1,0.057,5700,Transit,2.8126548,0.04024,0.471,87.1,0.92,292.4036,,1.249,14,0.58,1437
HATS-33,255,294.633636,-55.330105,,1.02,1.06,-0.018,5659,Transit,2.5495551,0.03727,0.08,87.62,1.192,378.85336,,1.23,13.787,0.79,1429
HATS-34,532,0.774485,-62.469341,,0.98,0.95,-0.14,5380,Transit,2.1061607,0.03166,0.108,82.28,0.941,299.07803,,1.43,16.029,0.4,1445
HATS-35,557,296.688263,-63.565609,,1.43,1.32,0.465,6300,Transit,1.8209993,0.03199,0.306,86.9,1.222,388.38826,,1.464,16.41,0.484,2037
HATS-4,420,94.112075,-22.546885,G,0.93,1,-0.187,5403,Transit,2.516729,0.0362,0.013,88.5,1.323,420.471,,1.02,11.433,1.55,1315
HATS-5,257,67.222871,-21.481916,G,0.87,0.94,-0.268,5304,Transit,4.763387,0.0542,0.019,89.3,0.237,75.323,,0.912,10.223,0.39,1025
HATS-6,148.4,88.146797,-19.031656,M1 V,0.57,0.57,,3724,Transit,3.3252725,0.03623,0,88.21,0.319,101.38777,,0.998,11.187,0.399,713
HATS-8,829,294.941746,-25.748318,,1.09,1.06,,5679,Transit,3.583893,0.04667,0.376,87.8,0.138,43.86054,,0.873,9.785,0.259,1324
HATS-9,622,290.810104,-20.166317,,1.5,1.03,0.23,5366,Transit,1.9153073,0.03048,0.129,86.5,0.837,266.02371,,1.065,11.938,0.85,1823
HD 100546,97,173.356003,-70.194786,B9 Vne,,2.4,1.5,10500,Imaging,,53,,,,,,6.9,77.342,,
HD 100655,140.85,173.76564,20.441545,G9 III,9.3,2.4,1.633,4861,Radial Velocity,157.57,0.76,0.085,,1.7,,540.3,,,,
HD 100777,52.8,173.964676,-4.755697,G8 V,,1.01,0.021,5582,Radial Velocity,383.7,1.03,0.36,,1.16,,368.67,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,5.75969,0.06412,0.073,,0.0416,,13.22173,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,16.357,0.12859,0.131,,0.0378,,12.01397,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,49.748,0.2699,0.051,,0.0805,,25.58532,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,122.744,0.4929,0.119,,0.0722,,22.94733,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,604.67,1.427,0.263,,0.0732,,23.26516,,,,
HD 10180,39.02,24.473234,-60.511528,G1 V,1.11,1.06,,5911,Radial Velocity,2205,3.381,0.095,,0.2066,,65.66368,,,,
HD 101930,30.5,175.875458,-58.006886,K1 V,,0.74,-0.31,5079,Radial Velocity,70.46,0.302,0.11,,0.3,,95.34,,,,
HD 102117,42,176.210251,-58.703709,G6 V,,1.11,,5695,Radial Velocity,20.8133,0.1532,0.121,,0.172,,54.664,,,,
HD 102195,28.98,176.426224,2.821483,K0 V,,0.87,-0.328,5291,Radial Velocity,4.113775,,0,,0.45,,143.02,,,,
HD 102272,164.2,176.598068,14.123986,K0,10.1,1.9,,4908,Radial Velocity,127.58,0.614,0.05,,5.9,,1875.1,,,,
HD 102329,138.5,176.694351,3.474293,K0 III,6.3,1.95,1.292,4830,Radial Velocity,778.1,2.03,0.211,,5.9,,1875.1,,,,
HD 102365,9.24,176.629471,-40.500355,G3/5 V,,0.85,,5630,Radial Velocity,122.1,0.46,0.34,,0.05,,16,,,,
HD 102956,121.07,177.843796,57.640736,G5,4.4,1.68,1.064,5054,Radial Velocity,6.495,0.081,0.048,,0.96,,305.1,,,,
HD 103197,49.33,178.220749,-50.292824,K1 V(P),,0.9,-0.328,5303,Radial Velocity,47.84,0.249,0,,0.098,,31.2,,,,
HD 103720,41.6,179.1716,-2.778953,K3 V,0.73,0.79,,5017,Radial Velocity,4.5557,0.0498,0.086,,0.62,,197.046,,,,
HD 103774,53.08,179.231628,-12.107909,F5 V,,1.33,0.544,6489,Radial Velocity,5.8881,0.07,0.09,,0.367,,116,,,,
HD 104067,20.82,179.791702,-20.353781,K2 V,,0.79,,4969,Radial Velocity,55.806,0.2643,0,,0.186,,58.985,,,,
HD 10442,,25.471457,2.704376,K2 IV,,1.56,,5034,Radial Velocity,1043,2.335,0.11,,2.1,,667.41,,,,
HD 104985,102.04,181.312988,76.905731,K0,,,,,Radial Velocity,199.505,0.95,0.09,,8.3,,2637.9,,,,
HD 106252,37.4,183.372955,10.041638,G0,,1.01,,5870,Radial Velocity,1531,2.611,0.482,,6.92,,2199.29,,,,
HD 106270,87.87,183.40535,-9.513381,G5 IV,2.5,1.32,0.756,5638,Radial Velocity,2890,4.3,0.402,,11,,3496,,,,
HD 10647,17.35,25.622149,-53.740833,F9 V,1.1,1.11,0.149,6218,Radial Velocity,989.2,2.015,0.15,,0.94,,298.75,,,,
HD 106515 A,36.36,183.777359,-7.257327,G5,1.62,0.97,0.09,5362,Radial Velocity,3630,4.59,0.572,,9.61,,3054.22,,,,
HD 106906,91.83,184.471634,-55.975525,F5 V,,1.5,0.75,6516,Imaging,,650,,,11,3496,,,,,1800
HD 10697,32.6,26.232603,20.083149,G5 IV,,1.11,,5680,Radial Velocity,1075.2,2.131,0.099,,6.21,,1973.64,,,,
HD 107148,51.26,184.806213,-3.319789,G5 V,,1.12,,5797,Radial Velocity,48.056,0.269,0.05,,0.21,,66.741,,,,
HD 108147,38.56,186.44278,-64.022087,F8/G0 V,,1.27,0.286,6265,Radial Velocity,10.8985,0.102,0.53,,0.261,,82.95,,,,
HD 108341,49.4,186.880798,-71.422974,K2 V,0.79,0.84,,5122,Radial Velocity,1129,2,0.85,,3.5,,1112.4,,,,
HD 108863,138.5,187.582962,21.948244,K0,5.6,1.85,1.225,4956,Radial Velocity,443.4,1.4,0.06,,2.6,,826.3,,,,
HD 108874,68.5,187.612015,22.879829,G5,,0.95,,5551,Radial Velocity,395.8,1.038,0.082,,1.29,,409.98,,,,
HD 108874,68.5,187.612015,22.879829,G5,,0.95,,5551,Radial Velocity,1624,2.659,0.239,,0.99,,314.64,,,,
HD 109246,65.6,188.029953,74.489548,G0 V,1.02,1.01,,5844,Radial Velocity,68.27,0.33,0.12,,0.77,,244.72,,,,
HD 109271,56.92,188.398148,-11.621868,G5 V,,1.05,0.301,5783,Radial Velocity,7.8543,0.079,0.25,,0.054,,17.162,,,,
HD 109271,56.92,188.398148,-11.621868,G5 V,,1.05,0.301,5783,Radial Velocity,30.93,0.196,0.15,,0.076,,24.154,,,,
HD 109749,59.03,189.318237,-40.812115,G3 V,1.24,1.2,0.22,5903,Radial Velocity,5.24,0.0635,0.01,,0.28,,88.989,,,,
HD 110014,90,189.811523,-7.995564,K2 III,20.9,2.17,,4445,Radial Velocity,835.477,2.14,0.462,,11.09,,3524.59,,,,
HD 111232,28.88,192.215637,-68.425148,G5 V,,0.78,-0.161,5494,Radial Velocity,1143,1.97,0.2,,6.8,,2161.15,,,,
HD 111998,32.73,193.296494,-3.553098,F5 V,1.45,1.18,,6557,Radial Velocity,825.9,1.82,0.03,,4.51,,1433.4133,,,,
HD 113337,37.42,195.445526,63.610226,F6 V,1.5,1.4,,6576.6,Radial Velocity,324,0.92,0.46,,2.83,,899.42,,,,
HD 113538,15.9,196.239487,-52.442924,K9 V,0.53,0.58,,4462,Radial Velocity,663.2,1.24,0.14,,0.36,,114.41,,,,
HD 113538,15.9,196.239487,-52.442924,K9 V,0.53,0.58,,4462,Radial Velocity,1818,2.44,0.2,,0.93,,295.57,,,,
HD 114386,28.04,197.665924,-35.054783,K3 V,,0.68,-0.54,4804,Radial Velocity,937.7,1.65,0.23,,1.24,,394.09,,,,
HD 114613,20.48,198.013275,-37.80302,G4 IV,,1.36,,5729,Radial Velocity,3827,5.16,0.25,,0.48,,152.55,,,,
HD 114729,35,198.184402,-31.873348,G0 V,,1,,5821,Radial Velocity,1114,2.11,0.167,,0.95,,301.93,,,,
HD 114762,40.57,198.08226,17.517122,F8,1.24,0.83,,5673,Radial Velocity,83.9151,0.353,0.3354,,10.98,,3489.63,1.11,12.44,,
HD 114783,20.4,198.182434,-2.26504,K0,,0.85,,5135,Radial Velocity,493.7,1.16,0.144,,1.1,,349.6,,,,
HD 11506,51.7,28.210558,-19.506975,G0 V,1.33,1.24,0.328,6055,Radial Velocity,1627.5,2.708,0.37,,4.21,,1338.01,,,,
HD 11506,51.7,28.210558,-19.506975,G0 V,1.33,1.24,0.328,6055,Radial Velocity,223.6,0.721,0.24,,0.36,,114.41,,,,
HD 116029,110.62,200.164764,24.648699,K0,4.6,1.58,1.053,4951,Radial Velocity,670,1.78,0.054,,2.1,,667.4,,,,
HD 117207,33.01,202.337967,-35.570995,G8 IV/V,,1.08,,5724,Radial Velocity,2597,3.79,0.144,,1.88,,597,,,,
HD 11755,231.5,29.708696,73.152382,G5,27.3,0.9,,4312.5,Radial Velocity,433.7,1.08,0.19,,6.5,,2065.895,,,,
HD 117618,38.02,203.106476,-47.271362,G2 V,,1.08,,5990,Radial Velocity,25.827,0.176,0.42,,0.178,,56.6,,,,
HD 118203,88.57,203.510574,53.728531,K0,,1.23,,5600,Radial Velocity,6.1335,0.07,0.309,,2.13,,677,,,,
HD 11964,33.98,29.290026,-10.242428,G8 IV,,1.12,,5349,Radial Velocity,1945,3.16,0.041,,0.622,,198,,,,
HD 11964,33.98,29.290026,-10.242428,G8 IV,,1.12,,5349,Radial Velocity,37.91,0.229,0.3,,0.0788,,25,,,,
HD 11977,66.49,28.733881,-67.647301,G8 III/IV,10.09,1.91,,4970,Radial Velocity,711,1.93,0.4,,6.54,,2080,,,,
HD 120084,97.66,205.663345,78.064438,G7 III,9.12,2.39,1.64,4892,Radial Velocity,2082,4.3,0.66,,4.5,,1430.2,,,,
HD 121504,44.37,209.321823,-56.040043,G2 V,,1.18,0.19,6075,Radial Velocity,63.33,0.33,0.03,,1.22,,388,,,,
HD 12484,51.1,30.611374,2.815859,F8,,1.01,,5920,Radial Velocity,58.83,0.297,0.07,,2.98,,947.1334,,,,
HD 125595,27.45,215.346603,-40.393948,K3/4 V,,,,,Radial Velocity,9.6737,0.0809,0,,0.041,,13.134,,,,
HD 125612,52.83,215.222977,-17.481522,G3 V,,1.09,0.037,5900,Radial Velocity,559.4,1.37,0.46,,3,,968,,,,
HD 125612,52.83,215.222977,-17.481522,G3 V,,1.09,0.037,5900,Radial Velocity,4.1547,0.05,0.27,,0.058,,18,,,,
HD 125612,52.83,215.222977,-17.481522,G3 V,,1.09,0.037,5900,Radial Velocity,3008,4.2,0.28,,7.2,,2286,,,,
HD 12648,158.4,34.748653,85.736153,G5,9.2,1.2,,4835.8,Radial Velocity,133.6,0.54,0.04,,2.9,,921.707,,,,
HD 12661,37.16,31.142866,25.414305,K0,1.11,1.02,0.063,5748,Radial Velocity,262.709,0.8079,0.3768,,2.176,,691.569,,,,
HD 12661,37.16,31.142866,25.414305,K0,1.11,1.02,0.063,5748,Radial Velocity,1708,2.8145,0.031,,1.812,,575.884,,,,
HD 126614,68.35,216.701172,-5.17778,G8 IV,1.09,1.15,0.083,5585,Radial Velocity,1244,2.35,0.41,,0.38,,120,,,,
HD 128311,,219.002335,9.746518,K0 V,0.76,0.83,,,Radial Velocity,453.019,1.084,0.303,30,1.769,,562.24127,,,,
HD 128311,,219.002335,9.746518,K0 V,0.76,0.83,,,Radial Velocity,921.538,1.74,0.159,55.95,3.789,1204.25787,993.21875,,,,
HD 128356,26.03,219.270355,-25.802563,K3 V,0.85,0.65,-0.444,4875,Radial Velocity,298.2,0.87,0.57,,0.89,,282.8687,,,,
HD 129445,67.61,221.512772,-68.762749,G6 V,,0.99,,,Radial Velocity,1840,2.9,0.7,,1.6,,508.507,,,,
HD 130322,29.76,221.886368,-0.281476,K0 V,0.85,0.92,,5387,Radial Velocity,10.70871,0.0925,0.029,,1.15,,365.49,,,,
HD 131399 A,98,223.605453,-34.142788,A1 V,,1.82,,9300,Imaging,200887.5,82,0.35,40,4,1271.32,,,,,850
HD 131496,121.36,223.345947,18.235401,K0,4.3,1.61,0.991,4927,Radial Velocity,883,2.09,0.163,,2.2,,699.2,,,,
HD 131664,57.21,225.025314,-73.535339,G3 V,1.16,1.1,0.164,5886,Radial Velocity,1951,3.17,0.638,,18.15,,5768.371,,,,
HD 13189,300.3,32.417381,32.316437,K2,,,,,Radial Velocity,471.6,1.85,0.27,,14,,4400,,,,
HD 132406,70.97,224.227707,53.382168,G0,,,,,Radial Velocity,974,1.98,0.34,,5.61,,1782.951,,,,
HD 132563,98.52,224.589661,44.043148,F8,,,,,Radial Velocity,1544,2.62,0.22,,1.49,,473.547,,,,
HD 133131 A,47,225.897705,-27.842573,G2 V,,0.95,,5799,Radial Velocity,649,1.44,0.33,,1.42,,451.3186,,,,
HD 133131 A,47,225.897705,-27.842573,G2 V,,0.95,,5799,Radial Velocity,3568,4.49,0.49,,0.42,,133.4886,,,,
HD 133131 B,47,225.8992,-27.840994,G2 V,,0.93,,5805,Radial Velocity,5769,6.15,0.61,,2.5,,794.575,,,,
HD 134987,22.2,228.369446,-25.309347,G5 V,1.25,1.1,1.8,5585,Radial Velocity,258.19,0.81,0.233,,1.59,,505,,,,
HD 134987,22.2,228.369446,-25.309347,G5 V,1.25,1.1,1.8,5585,Radial Velocity,5000,5.8,0.12,,0.82,,260,,,,
HD 136418,106.38,229.775757,41.733208,G5,3.4,1.33,0.833,5071,Radial Velocity,464.3,1.32,0.255,,2,,635.633,,,,
HD 137388 A,38.45,233.916367,-80.20459,K2 IV,0.82,0.86,-0.337,5240,Radial Velocity,330,0.89,0.36,,0.223,,70.8731,,,,
HD 13908,66.89,34.560665,65.59436,F8 V,1.67,1.29,0.602,6255,Radial Velocity,19.382,0.154,0.02,,0.865,,274.91,,,,
HD 13908,66.89,34.560665,65.59436,F8 V,1.67,1.29,0.602,6255,Radial Velocity,931,2.03,0.12,,5.13,,1630.4,,,,
HD 13931,45.52,34.197414,43.772995,G0,1.23,1.02,0.196,5829,Radial Velocity,4218,5.15,0.02,,1.88,,597,,,,
HD 139357,121.36,233.81749,53.922142,K0,11.47,1.35,,4700,Radial Velocity,1125.7,2.36,0.1,,9.76,,3101.89,,,,
HD 14067,163.4,34.293499,23.767832,G9 III,12.4,2.4,1.898,4815,Radial Velocity,1455,3.4,0.533,,7.8,,2479,,,,
HD 141399,36.2,236.724228,46.986263,K0,,1.07,,5600,Radial Velocity,94.44,0.415,0.04,,0.451,,143.34133,,,,
HD 141399,36.2,236.724228,46.986263,K0,,1.07,,5600,Radial Velocity,201.99,0.689,0.048,,1.33,,422.7139,,,,
HD 141399,36.2,236.724228,46.986263,K0,,1.07,,5600,Radial Velocity,1069.8,2.09,0.074,,1.18,,375.0394,,,,
HD 141399,36.2,236.724228,46.986263,K0,,1.07,,5600,Radial Velocity,5000,5,0.26,,0.66,,209.7678,,,,
HD 141937,33.46,238.07312,-18.436066,G2/3 V,0.99,1.03,0.022,5879,Radial Velocity,653.22,1.4877,0.41,,9.316,,2960.78,,,,
HD 142,25.64,1.579898,-49.075191,G1 IV,1.47,1.23,,6245,Radial Velocity,349.7,1.02,0.17,,1.25,,397.27,,,,
HD 142,25.64,1.579898,-49.075191,G1 IV,1.47,1.23,,6245,Radial Velocity,6005,6.8,0.21,,5.3,,1684.4,,,,
HD 142022 A,35.87,242.562592,-84.231613,K0,,0.99,0.004,5499,Radial Velocity,1928,3.03,0.53,,5.1,,1600,,,,
HD 142245,106.38,238.234497,15.430708,K0,5.2,1.69,1.13,4878,Radial Velocity,1299,2.77,0.09,,1.9,,603.9,,,,
HD 142415,34.57,239.419968,-60.200256,G1 V,,1.03,0.06,6045,Radial Velocity,386.3,1.05,0.5,,1.62,,515,,,,
HD 143105,48.7,238.402328,68.720116,F5,,1.51,,6380,Radial Velocity,2.1974,0.0379,0.07,,1.21,,384.5743,,,,
HD 143361,65.66,240.459778,-44.434536,G6 V,0.99,0.95,-0.092,5505,Radial Velocity,1046.2,1.98,0.193,,3.48,,1106.0484,,,,
HD 145377,55.19,242.901855,-27.078173,G3 V,1.14,1.12,0.193,6046,Radial Velocity,103.95,0.45,0.307,,5.76,,1830.624,,,,
HD 145457,126.1,242.516312,26.74275,K0,9.9,1.9,1.655,4757,Radial Velocity,176.3,0.76,0.112,,2.9,,921.668,,,,
HD 145934,,243.29114,13.239476,K0,5.38,1.75,,,Radial Velocity,2730,4.6,0.053,,2.28,,724.62,,,,
HD 1461,23.44,4.674448,-8.053001,G0 V,,1.02,,5765,Radial Velocity,5.77152,0.0634,0.172,,0.02026,,6.44,,,,
HD 1461,23.44,4.674448,-8.053001,G0 V,,1.02,,5765,Radial Velocity,13.5052,0.1117,0.305,,0.01759,,5.59,,,,
HD 147018,42.96,245.75061,-61.688763,G9 V,,0.93,,5441,Radial Velocity,44.236,0.2388,0.4686,,2.12,,674,,,,
HD 147018,42.96,245.75061,-61.688763,G9 V,,0.93,,5441,Radial Velocity,1008,1.922,0.133,,6.56,,2080,,,,
HD 147513,12.87,246.005371,-39.192982,G3/5 V,,1.11,-0.01,5883,Radial Velocity,528.4,1.32,0.26,,1.21,,385,,,,
HD 147873,104.93,246.438141,-33.56712,G1 V,2.29,1.38,0.777,5972,Radial Velocity,116.596,0.522,0.207,,5.14,,1633.6462,,,,
HD 147873,104.93,246.438141,-33.56712,G1 V,2.29,1.38,0.777,5972,Radial Velocity,491.54,1.36,0.23,,2.3,,731.009,,,,
HD 148156,53.05,247.072006,-46.317623,G0/2 V,1.21,1.22,0.25,6308,Radial Velocity,1027,2.45,0.52,,0.85,,270.144,,,,
HD 148427,59.28,247.117294,-13.39964,K0 III/IV,,,,,Radial Velocity,331.5,0.93,0.16,,0.96,,310,,,,
HD 149026,78.86,247.623413,38.347309,G0,1.54,1.34,0.48,6160,Radial Velocity,2.8758911,,,84.55,0.368,116.957,,0.813,9.113,0.85,
HD 149143,63.49,248.212708,2.084832,G3 V,,1.1,,5730,Radial Velocity,4.088,0.052,0.08,,1.36,,432.2488,,,,
HD 1502,167.5,4.82111,14.054755,K0,4.5,1.61,1.064,5049,Radial Velocity,431.8,1.31,0.101,,3.1,,985.2,,,,
HD 150706,27.23,247.823273,79.789772,G0 V,0.96,1.17,,5961,Radial Velocity,5894,6.7,0.38,,2.71,,861.28,,,,
HD 152079,83.33,253.373901,-46.332958,G6 V,1.15,1.1,0.107,5726,Radial Velocity,2899,3.98,0.52,,2.18,,692.8694,,,,
HD 152581,182.82,253.431595,11.973746,K0,4.8,0.93,1.173,5155,Radial Velocity,689,1.48,0.074,,1.5,,476.7,,,,
HD 153950,51.87,256.128632,-43.309769,F8 V,1.34,1.12,0.346,6076,Radial Velocity,499.4,1.28,0.34,,2.73,,867.639,,,,
HD 154345,18.06,255.651688,47.081882,G8 V,,,,,Radial Velocity,3342,4.19,0.044,,0.947,,300.972,,,,
HD 154672,64.77,257.520477,-56.449268,G3 IV,1.44,1.08,0.281,5655,Radial Velocity,163.967,0.59,0.6,,4.73,,1503.3359,,,,
